AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
3311,"Martin Luther King, Jr., Criminal justice, Conviction, African-American Civil Rights Movement (1954-68), Black History Month, African-American history or Malcolm X, Behaviors: African American (US)",0,0,"If you faced the wrath of prison life, join us. We are stronger together. Hell And Back",Black
3318,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",13,849,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach! You will enjoy it for sure. It's free! Organized on a donation basis. https://www.meetup.com/Black-Fist- Self-Defense-ProjecU Free Self-Defense class in Tampa , Fl meetup.com",Black
3319,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",37,837,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach You will enjoy it for sure. It's free! Organized on a donation basis. Join the event, bring your friends, feel safe with us! Don't miss the o portunity to train with our coach You will enjoy it for sure. It's free! Organized on a donation basis. Free Self-Defense class in Tampa, Fl Free Self-Defense class in Tampa, Fl",Black
3320,"Martin Luther King, Jr., Pan-Africanism, Black Power, Martial arts, African American, Black history, Black Panther Party, African-American culture , African-American Civil Rights Movement (1954-68) , Black History Month, African-American history, Angela Davis, Malcolm X, Self Defense Family, Black (Color) or The Self Defense Company",53,852,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train outdoors! It's free! Organized on a donation basis. Free Self-defense class in Orlando, Fl",Black
3325,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",42,897,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach! You will enjoy it for sure. It's free! Organized on a donation basis. Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach! You will enjoy it for sure. ~on a donation basis. Free Self-Defen~ Fl - F r e e Self-Defense class in Tampa, F l -",Black
3326,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",61,1309,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach ou will enjoy it for sure. It's free! Organized on a donation basis. Free Self-Defense class in Tampa, Fl",Black
3327,"Martin Luther King, Jr., Pan-Africanism, Black Power, Martial arts, African American, Black history, Black Panther Party, African-American culture , African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X, Self Defense Family, Black (Color) or The Self Defense Company",90,2950,"Join the event, bring your friends, feel safe with us It's free! Organized on a donation basis. https://www.meetup.com/Black-Fist- Self-Defense-ProjecU Free Self-Defense class in Los Angeles, CA -",Black
3331,"Martin Luther King, Jr., Pan-Africanism, Black Power, Martial arts, African American , Black history, Black Panther Party, African-American culture, African-American Civil Rights Movement (1954-68) , Black History Month, African-American history, Angela Davis, Malcolm X, Self Defense Family, Black (Color) or The Self Defense Company",149,3127,"Join the event, bring your friends , feel safe with us It's free! Organized on a donation basis. Join the event, bring your friends , feel safe with us It's free! Organized on a donation basis. Free Self-Defense class in Los - - - r e e Self-Defense class in Los Angeles, C A -",Black
3332,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",64,1866,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach! You will enjoy it for sure. It's free! Organized on a donation basis. Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach! You will enjoy it for sure. ~d on a donation basis. Free Self-Defense class in Tampa, Fl - F r e e Self-Defense class in Tampa, Fl",Black
3338,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",147,2969,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach You will enjoy it for sure. on a donation basis. Free Self-Defense class in Tampa, Fl",Black
3339,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",0,0,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach You will enjoy it for sure. It's free! Organized on a donation basis. Free Self-Defense class in Tampa, Fl",Black
3340,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",0,0,"Join the event, bring your friends, feel safe with us! Don't miss the opportunity to train with our coach in ou will enjoy it for sure. It's free! Organized on a donation basis. Free Self-Defense class in Tampa, Fl",Black
3341,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",101,2867,"Join the event, bring your friends, feel safe with us! Don't miss the o ortunit to train with our coach You will enjoy it for sure. It's free! Organized on a donation basis. https://www.meetup.com/Black-Fist- Self-Defense-ProjecU Free Self-Defense class in Tampa, Fl meetup.com",Black
3342,"Martin Luther King, Jr., Pan-Africanism, Black Power, African American, Black history, Black Panther Party, African- American culture, African-American Civil Rights Movement (1954-68), Black History Month, African-American history, Angela Davis, Malcolm X or Black (Color)",313,5409,"Join the event, bring your friends, feel safe with us! It's free! Organized on a donation basis. Free Self-defense class in NY -",Black
